Symptoms,Disease,Description,Precautions,Disclaimer
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, fatigue, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
"chest pain, dizziness, fatigue, pale skin, shortness of breath",Anemia,A condition in which you lack enough healthy red blood cells.,"Iron supplements, Balanced diet, Regular checkups","MedChain+ can make mistakes, so don't panic."
